ID,IDpartita,IDevento,IDgiocatore,Tempo,Secondi,X,Y
4824,16,0,-1,1,421.794774,186,0
4825,16,3,14,1,435.6679627,12.96728972,58.0952381
4826,16,6,9,1,435.6679627,0,0
4827,16,5,4,1,446.204833,67.75700935,38.57142857
4828,16,6,14,1,456.4621528,0,0
4829,16,3,34,1,465.895955,22.78037383,45.04761905
4830,16,2,-1,1,472.1630633,186,0
4831,16,3,14,1,489.0984135,47.89719626,30
4832,16,4,-1,1,504.6405243,180,0
4833,16,10,14,1,527.2020593,0,0
4834,16,4,4,1,528.9625894,30.95794393,7.714285714
4835,16,7,9,1,547.2951552,0,0
4836,16,3,4,1,560.0155637,53.38785047,35.52380952
4837,16,13,4,1,565.171641,0,0
4838,16,19,8,1,565.171641,0,0
4839,16,18,36,1,565.171641,0,0
4840,16,7,14,1,580.5486731,0,0
4841,16,15,14,1,593.8688122,186,0
4842,16,3,14,1,595.0284019,25.23364486,36.28571429
4843,16,6,14,1,595.0284019,0,0
4844,16,3,14,1,595.0284019,23.13084112,60.28571429
4845,16,19,4,2,0,0,0
4846,16,19,14,2,0,0,0
4847,16,19,34,2,0,0,0
4848,16,19,9,2,0,0,0
4849,16,19,36,2,0,0,0
4850,16,19,34,2,0,0,0
4851,16,18,13,2,0,0,0
4852,16,18,4,2,0,0,0
4853,16,18,14,2,0,0,0
4854,16,18,13,2,0,0,0
4855,16,18,9,2,0,0,0
4856,16,18,36,2,0,0,0
4857,16,5,13,2,25.26814166,44.97663551,11.9047619
4858,16,15,4,2,44.1239278,183,0
4859,16,10,4,2,44.1239278,0,0
4860,16,15,14,2,44.1239278,185,0
4861,16,0,14,2,44.1239278,0,0
4862,16,0,14,2,44.1239278,0,0
4863,16,8,0,2,69.72909798,0,0
4864,16,5,4,2,91.38241539,46.14485981,13.61904762
4865,16,13,36,2,101.8854646,0,0
4866,16,19,36,2,112.8275607,0,0
4867,16,18,8,2,112.8275607,0,0
4868,16,13,4,2,116.5351751,0,0
4869,16,7,14,2,137.3352266,0,0
4870,16,10,4,2,156.1875874,0,0
4871,16,2,8,2,160.0329406,15.18691589,90.95238095
4872,16,2,-1,2,180.0090117,188,0
4873,16,5,9,2,200.6735183,44.62616822,86.76190476
4874,16,13,9,2,214.2141135,0,0
4875,16,19,13,2,214.2141135,0,0
4876,16,18,1,2,214.2141135,0,0
4877,16,0,-1,2,214.8843245,188,0
4878,16,2,14,2,228.5644041,24.06542056,48.85714286
4879,16,15,14,2,228.5644041,178,0
4880,16,0,14,2,228.5644041,0,0
4881,16,7,1,2,252.6066868,0,0
4882,16,2,1,2,252.6066868,31.30841121,50.0952381
4883,16,19,4,2,252.6066868,0,0
4884,16,18,21,2,252.6066868,0,0
4885,16,7,8,2,270.8465025,0,0
4886,16,2,8,2,287.984816,19.97663551,60.28571429
4887,16,4,-1,2,315.1558556,185,0
4888,16,10,9,2,327.9401002,0,0
4889,16,4,21,2,330.7867679,55.8411215,80.76190476
4890,16,4,-1,2,345.9461125,185,0
4891,16,3,8,2,380.7044056,40.88785047,48.85714286
4892,16,11,14,2,384.2385309,0,0
4893,16,15,1,2,384.2385309,184,0
4894,16,19,9,2,384.2385309,0,0
4895,16,18,36,2,384.2385309,0,0
4896,16,3,14,2,397.4306242,42.99065421,24.38095238
4897,16,7,8,2,417.0613077,0,0
4898,16,9,1,2,431.6475278,0,0
4899,16,2,-1,2,438.8497246,180,0
4900,16,2,14,2,462.3731256,19.62616822,44.28571429
4902,16,9,0,2,517.8160688,0,0
4903,16,19,1,2,533.5269935,0,0
4904,16,18,2,2,533.5269935,0,0
4905,16,2,-1,2,533.5269935,183,0
4906,16,13,21,2,552.8559267,0,0
4907,16,7,36,2,565.1452503,0,0
4908,16,2,36,2,581.0057988,30.95794393,55.52380952
4909,16,19,36,2,581.0057988,0,0
4910,16,18,1,2,581.0057988,0,0
4911,16,19,8,2,581.0057988,0,0
4912,16,18,13,2,581.0057988,0,0
4913,16,19,21,2,581.0057988,0,0
4914,16,18,9,2,581.0057988,0,0
4915,16,13,9,2,597.137629,0,0
4916,16,0,-1,2,597.137629,183,0
4917,16,0,-1,2,597.137629,183,0
4918,16,19,2,3,0,0,0
4919,16,19,14,3,0,0,0
4920,16,19,1,3,0,0,0
4921,16,19,13,3,0,0,0
4922,16,19,9,3,0,0,0
4923,16,19,14,3,0,0,0
4924,16,19,1,3,0,0,0
4925,16,19,13,3,0,0,0
4926,16,19,9,3,0,0,0
4927,16,18,4,3,0,0,0
4928,16,18,8,3,0,0,0
4929,16,18,34,3,0,0,0
4930,16,18,36,3,0,0,0
4931,16,18,2,3,0,0,0
4932,16,18,4,3,0,0,0
4933,16,18,8,3,0,0,0
4934,16,18,34,3,0,0,0
4935,16,18,36,3,0,0,0
4936,16,3,36,3,52.22948946,26.28504673,42.95238095
4937,16,8,36,3,52.22948946,0,0
4938,16,2,8,3,67.03443676,15.65420561,56.66666667
4939,16,2,-1,3,80.99515039,183,0
4940,16,3,4,3,100.663893,19.97663551,14.28571429
4941,16,2,-1,3,112.25007,180,0
4942,16,9,34,3,127.1485083,0,0
4943,16,2,-1,3,139.2891378,188,0
4944,16,3,36,3,162.1925858,21.72897196,63.42857143
4945,16,8,8,3,170.8883214,0,0
4946,16,2,8,3,170.8883214,17.1728972,44.38095238
4947,16,7,4,3,200.7098668,0,0
4948,16,10,4,3,202.1764618,0,0
4949,16,4,2,3,204.745421,42.52336449,12.19047619
4950,16,13,4,3,219.2840101,0,0
4951,16,13,34,3,225.6460574,0,0
4952,16,7,36,3,237.5840396,0,0
4953,16,10,4,3,247.595667,0,0
4954,16,2,36,3,247.595667,21.72897196,45.23809524
4955,16,19,4,3,247.595667,0,0
4956,16,18,14,3,247.595667,0,0
4957,16,8,36,3,267.1990373,0,0
4958,16,15,34,3,267.1990373,183,0
4959,16,2,36,3,278.6102322,20.3271028,56.28571429
4960,16,8,2,3,300.145241,0,0
4961,16,2,2,3,300.145241,28.15420561,36.47619048
4962,16,4,34,3,344.4916722,40.42056075,88.85714286
4963,16,13,2,3,353.1562373,0,0
4964,16,8,36,3,361.0010836,0,0
4965,16,11,14,3,364.4525429,0,0
4966,16,8,14,3,381.7598396,0,0
4967,16,2,2,3,383.5631994,17.99065421,59.04761905
4968,16,13,8,3,401.4792988,0,0
4969,16,11,34,3,408.0174826,0,0
4970,16,8,36,3,412.4734292,0,0
4971,16,10,36,3,412.4734292,0,0
4972,16,15,8,3,412.4734292,182,0
4973,16,0,8,3,412.4734292,0,0
4974,16,0,8,3,412.4734292,0,0
4975,16,19,36,3,425.1353274,0,0
4976,16,18,9,3,425.1353274,0,0
4977,16,5,2,3,441.3907939,55.95794393,24.38095238
4978,16,2,-1,3,447.0960328,188,0
4979,16,15,8,3,466.4519159,178,0
4980,16,9,14,3,470.8766007,0,0
4982,16,14,8,3,471.9615879,0,0
4983,16,0,-1,3,471.9615879,180,0
4984,16,0,-1,3,471.9615879,180,0
4985,16,7,9,3,480.3588159,0,0
4986,16,2,14,3,487.9236386,24.64953271,55.71428571
4987,16,15,14,3,487.9236386,186,0
4988,16,0,14,3,487.9236386,0,0
4989,16,11,14,3,513.0763357,0,0
4990,16,8,14,3,514.4389453,0,0
4991,16,15,14,3,517.7027945,183,0
4992,16,1,14,3,517.7027945,0,0
4993,16,0,14,3,517.7027945,0,0
4994,16,2,-1,3,546.4148029,180,0
4995,16,5,14,3,566.9572719,59.11214953,25.23809524
4996,16,8,14,3,573.9556454,0,0
4997,16,15,14,3,573.9556454,180,0
4998,16,0,14,3,573.9556454,0,0
4999,16,0,14,3,573.9556454,0,0
5000,16,0,14,3,573.9556454,0,0
5001,16,8,14,3,599,0,0
5002,16,19,2,4,0,0,0
5003,16,19,8,4,0,0,0
5004,16,19,14,4,0,0,0
5005,16,19,34,4,0,0,0
5006,16,19,9,4,0,0,0
5007,16,19,8,4,0,0,0
5008,16,18,36,4,0,0,0
5009,16,19,14,4,0,0,0
5010,16,18,4,4,0,0,0
5011,16,18,2,4,0,0,0
5012,16,18,4,4,0,0,0
5013,16,18,34,4,0,0,0
5014,16,18,9,4,0,0,0
5015,16,18,36,4,0,0,0
5016,16,3,9,4,26.56839071,59.46261682,59.61904762
5017,16,13,4,4,42.47733889,0,0
5018,16,2,-1,4,49.92373611,188,0
5019,16,3,36,4,76.12143526,34.57943925,50.76190476
5020,16,8,9,4,82.86288303,0,0
5021,16,10,2,4,99.83348367,0,0
5022,16,4,9,4,101.6768872,52.3364486,19.14285714
5023,16,13,36,4,112.819373,0,0
5024,16,7,34,4,130.438384,0,0
5025,16,10,36,4,138.8353523,0,0
5026,16,4,9,4,140.5962108,15.07009346,6.19047619
5027,16,19,36,4,158.8399946,0,0
5028,16,18,8,4,158.8399946,0,0
5029,16,3,9,4,179.6064939,18.3411215,11.04761905
5030,16,2,-1,4,185.0715148,186,0
5031,16,13,4,4,185.0715148,0,0
5032,16,19,4,4,185.0715148,0,0
5033,16,18,21,4,185.0715148,0,0
5034,16,0,-1,4,185.0715148,186,0
5035,16,9,34,4,191.3866031,0,0
5036,16,8,2,4,220.5340083,0,0
5037,16,5,21,4,242.6542163,60.86448598,74.85714286
5038,16,6,8,4,242.6542163,0,0
5039,16,15,8,4,242.6542163,186,0
5040,16,19,34,4,242.6542163,0,0
5041,16,18,13,4,242.6542163,0,0
5042,16,1,8,4,242.6542163,0,0
5043,16,0,8,4,242.6542163,0,0
5044,16,13,13,4,251.618347,0,0
5045,16,19,2,4,251.618347,0,0
5046,16,18,1,4,251.618347,0,0
5047,16,4,-1,4,260.1865387,185,0
5048,16,3,8,4,285.151869,34.57943925,46.66666667
5049,16,7,9,4,297.6316871,0,0
5050,16,9,21,4,315.1067069,0,0
5051,16,2,-1,4,330.2206974,183,0
5052,16,9,1,4,335.4617064,0,0
5053,16,19,8,4,335.4617064,0,0
5054,16,18,36,4,335.4617064,0,0
5055,16,19,1,4,335.4617064,0,0
5056,16,18,14,4,335.4617064,0,0
5057,16,4,-1,4,349.9771783,183,0
5058,16,5,9,4,380.3525594,10.39719626,95.04761905
5059,16,13,14,4,394.6706307,0,0
5060,16,19,13,4,394.6706307,0,0
5061,16,18,2,4,394.6706307,0,0
5062,16,0,-1,4,394.6706307,185,0
5063,16,0,-1,4,394.6706307,185,0
5064,16,15,21,4,403.1297882,185,0
5065,16,0,14,4,403.1297882,0,0
5066,16,5,14,4,414.0927357,39.01869159,10.28571429
5067,16,7,36,4,427.3802687,0,0
5068,16,9,36,4,449.6996032,0,0
5069,16,2,-1,4,456.8908273,183,0
5070,16,2,21,4,479.8723493,18.57476636,43.9047619
5071,16,13,21,4,486.270157,0,0
5072,16,0,14,4,486.270157,0,0
5073,16,0,-1,4,486.270157,185,0
5074,16,0,-1,4,486.270157,185,0
5075,16,10,36,4,508.8360942,0,0
5076,16,2,9,4,511.199145,21.4953271,45.80952381
5077,16,11,36,4,520.8583372,0,0
5078,16,13,14,4,523.7333237,0,0
5079,16,8,9,4,540.1694809,0,0
5080,16,5,21,4,566.1052672,62.61682243,28.19047619
5081,16,6,9,4,569.7074194,0,0
5082,16,5,36,4,581.5672076,67.1728972,29.04761905
5083,16,2,-1,4,587.3381162,186,0
